fold,model_type,task_type,score_type,score_val
9,node2vec_cbow,edge_pred,precision,0.5308035714285714
9,node2vec_cbow,edge_pred,recall,0.9891846921797005
9,node2vec_cbow,clf_kinase_substrate,au_roc,0.7240065586419754
9,node2vec_cbow,clf_kinase_substrate,precision,0.6631578947368421
9,node2vec_cbow,clf_kinase_substrate,recall,0.65625
9,node2vec_cbow,clf_ec,au_roc,0.6101961277344732
9,node2vec_cbow,clf_ec,precision,0.49019607843137253
9,node2vec_cbow,clf_ec,recall,0.6097560975609756
9,node2vec_cbow,clf_ec_full,au_roc,0.6416666666666667
9,node2vec_cbow,clf_ec_full,precision,0.6206896551724138
9,node2vec_cbow,clf_ec_full,recall,0.45
9,transe,edge_pred,au_roc,0.6336510004125127
9,transe,edge_pred,precision,0.5341701534170153
9,transe,edge_pred,recall,0.9559068219633944
9,transe,clf_kinase_substrate,au_roc,0.5945698302469136
9,transe,clf_kinase_substrate,precision,0.5333333333333333
9,transe,clf_kinase_substrate,recall,0.5
9,transe,clf_ec,au_roc,0.5379054563741514
9,transe,clf_ec,precision,0.5
9,transe,clf_ec,recall,0.6097560975609756
9,transe,clf_ec_full,au_roc,0.5336805555555555
9,transe,clf_ec_full,precision,0.5116279069767442
9,transe,clf_ec_full,recall,0.55
